DAUID,total_area_km2,canopy_area_km2,canopy_proportion
35180427,0.14340197783166952,0.02907228616885675,20.27328116979172
35220115,0.14344924007533655,0.02370089342942075,16.52214638221404
35250114,0.14352777980305748,0.03079933647252625,21.458798091064846
35260514,0.14352771397598882,0.027761499923491712,19.342257431993946
35300551,0.14351275534536498,0.030983027585461103,21.589040995624476
35430666,0.14351071433054405,0.006295140841305256,4.386530211818082
35204250,0.14365958813127974,0.00421594755935669,2.9346788572886977
35140157,0.14365176229793597,0.020934479341075455,14.573075196708707
35212328,0.14358978181012624,0.016796375706527502,11.697472824868509
35240192,0.14363802761004524,0.027623660731077193,19.231439745240102
35260261,0.14349563013905767,0.013986537639682665,9.747012941180646
35380159,0.14350096094879203,0.027093623306959972,18.880447300020705
35431025,0.1435843014930234,0.04010611813633629,27.93210519486004
35180401,0.14372757822744234,0.013226598106465388,9.202547116973541
35180775,0.14365881812015793,0.03523852184178059,24.52931348238343
35190120,0.1437078631545018,0.017235887389748936,11.993698195357938
35220203,0.1437459786802253,0.0066717138528281554,4.6413220836388955
35390360,0.1436915997843778,0.02062048990784018,14.350518707275226
35420264,0.14379687134329647,0.013050909564162706,9.075934296932889
35200206,0.14606762894458528,0.04587950160304165,31.409766787169037
35200328,0.1438091211443644,0.04502342916555615,31.307770193768782
35202512,0.14376893528128776,0.042384312542159394,29.480855832474074
35203496,0.14376494308205598,0.015251865354271966,10.608890475869863
35203762,0.14382445532509144,0.029705365326143953,20.653904274485086
35380094,0.14383753294809368,0.041572919549141885,28.902692292521596
35180343,0.14396876504344283,0.023581103864006907,16.37931940090704
35190408,0.14387794833185588,0.033016422581980044,22.947521121045835
35190599,0.14386739244649338,0.015098789883848267,10.49493538952112
35201254,0.14386183563112453,0.013651170874311397,9.489084310945607
35201714,0.14386459209900862,0.021512256238167892,14.953127746237243
35203072,0.14392876356285053,0.009699803347816418,6.739308466011192
35010222,0.14388014369847726,0.020445845729484963,14.210331741350176
35150083,0.1438349647896885,0.018576643251884222,12.91524858301768
35210118,0.14393989154119738,0.024421713501870633,16.966605463142812
35210776,0.14394223008781326,0.020396804570214196,14.17013239114813
35230409,0.14387354072993014,0.04098397694215099,28.48611129900764
35240587,0.14390966580897263,0.03392265705853679,23.57218805828242
35250547,0.14382240211433728,0.018240537131737962,12.682681462403146
35370055,0.14385308314429,0.02516711566819886,17.495013049498084
35390307,0.14370564344764072,0.049300888752357414,34.30685641118905
35210777,0.1439629390149472,0.016892005058323178,11.733578915452217
35230188,0.14406839300923865,0.040931869430155844,28.411415283525105
35240215,0.14401129894656806,0.055974145824078704,38.86788483509657
35240259,0.15685309899805258,0.02430895947512435,15.497914692413033
35300628,0.1439567624343003,0.063355932906992,44.01039022804273
35390632,0.14398489730884728,0.020655912552094226,14.345888310624233
35190360,0.14406470101334154,0.034736655182258526,24.111843455005424
35250086,0.14408443088394865,0.02316437862787644,16.076947721391186
35260413,0.14411607439937973,0.0422791524915786,29.336874923759765
35290126,0.14413111492961192,0.013826549872610382,9.59303609034228
35390287,0.14415671563926108,0.05181153457474592,35.94111751574551
35201829,0.1441745404327776,0.04176037250369853,28.96515042000054
35204304,0.1441789500476441,0.03318678721422097,23.017775620681352
35211055,0.14426907293921734,0.03924832663847044,27.204948253189603
35230385,0.14418748402268208,0.032184084376885365,22.3209972731215
35240326,0.1442253952288987,0.03974656559262465,27.558645639031365
35240537,0.14414812101567162,0.024985838733419728,17.333447399361727
35250038,0.14428925220945285,0.03624842218434772,25.122052841280833
35250488,0.14419852896548224,0.017972167710569788,12.463488940911391
35202418,0.14424236177446872,0.04590158958930643,31.822544379213795
35212361,0.17691063949086694,0.029351313572219297,16.591039214311678
35300276,0.144395288812825,0.007225811652719975,5.00418795663518
35430677,0.14426673797489512,0.044965485793705025,31.168297297697123
35201675,0.14442451626915281,0.038912645387669635,26.94324093504398
35150143,0.1443610181354094,0.039102524007380006,27.086622491607926
35211291,0.14441003026764956,0.02076386342040441,14.37840805234973
35190422,0.14444465788521424,0.04746520010267642,32.86047459117219
35200660,0.1444893517992138,0.05601508615674114,38.76762229135139
35210033,0.1446072916044378,0.014119230158483048,9.763843857269054
35300172,0.1446390250219702,0.03405190911977033,23.542684358248373
35200437,0.14467761490084155,0.022964123231138663,15.872616677346873
35240594,0.14471259519438265,0.03702971147461897,25.588450974069993
35260123,0.14474873761791543,0.02256173086669001,15.5868239253629
35300048,0.144634888986198,0.017790447132051225,12.300245989575105
35180325,0.1446968149124279,0.03316812385743365,22.922497552905615
35250179,0.14473508722522185,0.01003663216277314,6.934484481399569
35250250,0.14477572365195682,0.027033862359550187,18.672925044077164
35250336,0.14476386972615576,0.027527966442268504,19.015771334616915
35310197,0.14483100738089522,0.02739617902042023,18.915962483344632
35210299,0.14498629399365923,0.012318433599189917,8.496274551116292
35240217,0.17831149626933024,0.06687702830284292,37.50572997370212
35260088,0.14490839188759136,0.02907024413118082,20.061118443527587
35370077,0.14488714016337723,0.024791572121587217,17.110954149299804
35431010,0.14495008011483887,0.025910157063454977,17.875227832180062
35180306,0.1450237668838943,0.025626945741010165,17.67085926096999
35201589,0.14494871752737054,0.03527886287917672,24.33885823964951
35203064,0.1449345476045269,0.022036801914503294,15.20465774291001
35210553,0.14498884766816356,0.029819848882038216,20.56699488383203
35240236,0.1449930869716398,0.03563791718857031,24.579045755154503
35250990,0.14543960057388655,0.021613594792587152,14.860873316003756
35390046,0.144965638234002,0.025061360139211956,17.287793469206942
35202700,0.14505357107717756,0.06171328563624759,42.54516809063064
35211679,0.14503672917742372,0.010017132060877247,6.906617460066457
35180590,0.14508771043047847,0.033966274842605636,23.410855917311633
35210667,0.14531323810785446,0.015304723048855277,10.532229030293715
35240193,0.14529008147356712,0.024520966667577346,16.877247516747033
35260500,0.145285277131353,0.03291645091346478,22.656425732460754
35390419,0.1451921922085977,0.041542398827171804,28.612006055730475
35205037,0.1452423633038364,0.035554197949842666,24.4792202089592
35211179,0.1453751734325542,0.016359212758167117,11.253099392350412
