DAUID,Province or territory,CISR Dimension 1 Scores,CISR Dimension 2 Scores,CISR Dimension 3 Scores,CISR Scores,CISR Quintiles,CISR Most Resilient Dimension
24530084,Quebec,-0.35124,0.45408,-1.11946,-0.33888,2,Dimension 2
24530085,Quebec,-0.59491,-0.23057,0.07696,-0.24951,2,Dimension 3
24530086,Quebec,-0.47366,0.14774,-0.97443,-0.43345,2,Dimension 2
24530087,Quebec,-0.66602,0.59651,0.15769,0.02939,3,Dimension 2
24530088,Quebec,-0.46195,0.65866,-0.69673,-0.16667,2,Dimension 2
24530089,Quebec,-0.21468,0.61062,-0.4939,-0.03266,3,Dimension 2
24530090,Quebec,-0.57952,0.99393,1.22743,0.54728,5,Dimension 3
24530091,Quebec,0.17572,1.02999,-0.46285,0.24762,4,Dimension 2
24530092,Quebec,-0.4024,0.68614,0.3036,0.19578,4,Dimension 2
24530093,Quebec,-0.16246,0.95699,-0.3547,0.14661,3,Dimension 2
24530094,Quebec,-0.0355,1.66516,0.61318,0.74761,5,Dimension 2
24530095,Quebec,0.36294,0.84372,0.99363,0.73343,5,Dimension 3
24530096,Quebec,-0.46757,1.26031,-0.53777,0.08499,3,Dimension 2
24530097,Quebec,-0.21131,1.1985,-0.75772,0.07649,3,Dimension 2
24530098,Quebec,0.6264,0.99335,-1.02038,0.19979,4,Dimension 2
24530099,Quebec,-0.22557,0.95797,-0.58101,0.05047,3,Dimension 2
24530100,Quebec,-0.20391,-0.15914,-1.38012,-0.58106,1,Dimension 2
24530101,Quebec,-0.40479,-0.85804,0.42989,-0.27765,2,Dimension 3
24530102,Quebec,0.43781,1.58455,-0.4017,0.54022,5,Dimension 2
24530103,Quebec,-0.13802,0.73995,0.88147,0.49447,4,Dimension 3
24530104,Quebec,-0.492,-0.99479,-1.10425,-0.86368,1,Dimension 1
24530105,Quebec,-1.24681,-0.98083,-0.89845,-1.04203,1,Dimension 3
24530106,Quebec,-0.4971,-1.73807,-2.43062,-1.55526,1,Dimension 1
24530107,Quebec,-0.81496,-2.36018,-1.29452,-1.48988,1,Dimension 1
24530108,Quebec,-0.59299,-1.57685,-0.38122,-0.85035,1,Dimension 3
24530109,Quebec,-0.89712,-2.44885,-2.34215,-1.89604,1,Dimension 1
24530110,Quebec,-0.70162,-2.76855,-1.09637,-1.52218,1,Dimension 1
24530111,Quebec,-0.57515,-1.13736,-0.61801,-0.77684,1,Dimension 1
24530112,Quebec,-0.59763,-0.76174,-0.83666,-0.73201,1,Dimension 1
24530113,Quebec,-0.40995,-0.86203,-0.44284,-0.57161,1,Dimension 1
24530114,Quebec,-0.90777,-0.83629,-1.07739,-0.94048,1,Dimension 2
24530115,Quebec,0.30267,0.80508,0.06004,0.38926,4,Dimension 2
24530116,Quebec,0.16799,-0.51417,-1.36248,-0.56955,1,Dimension 1
24530117,Quebec,0.61756,0.47514,-1.04173,0.01699,3,Dimension 1
24530118,Quebec,-0.30021,-0.48202,-0.32305,-0.36843,2,Dimension 1
24530119,Quebec,0.20657,1.31807,0.17994,0.56819,5,Dimension 2
24530120,Quebec,-0.13321,0.50348,-0.20134,0.05631,3,Dimension 2
24530121,Quebec,0.11315,1.08928,-0.37413,0.2761,4,Dimension 2
24530122,Quebec,0.22953,0.59081,1.12049,0.64694,5,Dimension 3
24530123,Quebec,-0.23521,-0.99385,-0.05861,-0.42922,2,Dimension 3
24530124,Quebec,0.25875,0.83973,1.53952,0.87934,5,Dimension 3
24530125,Quebec,-0.5262,-0.41235,-0.70086,-0.54647,1,Dimension 2
24530126,Quebec,0.84362,0.43472,-2.05605,-0.25924,2,Dimension 1
24530127,Quebec,-0.35013,-0.43232,-0.45877,-0.41374,2,Dimension 1
24530128,Quebec,-0.11606,0.49437,-0.54973,-0.05714,3,Dimension 2
24530129,Quebec,-0.43402,0.23029,0.70625,0.16751,3,Dimension 3
24530130,Quebec,-0.40342,0.91694,0.12433,0.21262,4,Dimension 2
24530131,Quebec,-0.43987,-0.12088,-1.09429,-0.55168,1,Dimension 2
24530132,Quebec,-0.31491,0.60049,-0.05032,0.07842,3,Dimension 2
24530133,Quebec,-1.1564,0.29836,0.26991,-0.19604,2,Dimension 2
24530134,Quebec,-0.86124,0.03667,0.84504,0.00682,3,Dimension 3
24530135,Quebec,-0.6896,0.50152,-0.1708,-0.11963,3,Dimension 2
24530136,Quebec,-0.97854,0.0321,-0.30621,-0.41755,2,Dimension 2
24530137,Quebec,-1.25148,0.75448,0.1678,-0.10973,3,Dimension 2
24530138,Quebec,-1.22455,-0.66615,-0.57646,-0.82239,1,Dimension 3
24530139,Quebec,-1.16938,-0.02584,-0.31746,-0.50423,2,Dimension 2
24530140,Quebec,-1.55539,0.47433,0.67045,-0.13687,3,Dimension 3
24530141,Quebec,-0.54548,-0.5612,-0.43704,-0.51458,2,Dimension 3
24530142,Quebec,-0.73592,0.08645,0.00832,-0.21372,2,Dimension 2
24530143,Quebec,-0.72926,-0.36915,-0.17944,-0.42595,2,Dimension 3
24530144,Quebec,-0.67335,0.33309,-0.11436,-0.15154,2,Dimension 2
24530145,Quebec,-0.90967,0.37218,-0.62774,-0.38841,2,Dimension 2
24540103,Quebec,-0.9679,0.2009,-0.36493,-0.37731,2,Dimension 2
24540104,Quebec,-0.22772,0.19357,0.02564,-0.00283,3,Dimension 2
24540105,Quebec,-0.4502,0.59621,0.63629,0.26077,4,Dimension 3
24540106,Quebec,-1.48625,0.28475,0.13954,-0.35398,2,Dimension 2
24540107,Quebec,-1.01613,0.85689,-0.3741,-0.17778,2,Dimension 2
24540108,Quebec,-1.32762,0.38982,0.50452,-0.14443,3,Dimension 3
24540109,Quebec,-0.85622,-0.29368,1.3729,0.07434,3,Dimension 3
24540110,Quebec,-0.72704,-0.01582,0.47755,-0.08844,3,Dimension 3
24540111,Quebec,-0.86459,-0.10294,1.41894,0.15047,3,Dimension 3
24540112,Quebec,0.09047,0.44346,0.49542,0.34312,4,Dimension 3
24540113,Quebec,-0.76011,0.97296,1.61042,0.60776,5,Dimension 3
24540114,Quebec,0.12188,0.40413,0.7069,0.41097,4,Dimension 3
24540115,Quebec,-1.47681,0.32935,0.68072,-0.15558,2,Dimension 3
24540116,Quebec,-0.65889,0.21259,0.40596,-0.01345,3,Dimension 3
24540117,Quebec,-0.80763,0.55412,1.35196,0.36615,4,Dimension 3
24540118,Quebec,-0.59094,-0.64942,0.06241,-0.39265,2,Dimension 3
24540119,Quebec,-0.61668,-0.04967,0.57164,-0.03157,3,Dimension 3
24540120,Quebec,-1.28356,0.65304,1.35051,0.24,4,Dimension 3
24540121,Quebec,-0.70137,-0.2485,1.03798,0.02937,3,Dimension 3
24540122,Quebec,-0.76936,0.49456,1.75432,0.49317,4,Dimension 3
24540123,Quebec,-0.85492,-0.6992,0.89272,-0.22047,2,Dimension 3
24540124,Quebec,-0.60468,-0.02565,0.33312,-0.09907,3,Dimension 3
24540125,Quebec,-0.82678,-0.5188,-0.07097,-0.47218,2,Dimension 3
24540126,Quebec,-0.82694,0.46057,0.24708,-0.03976,3,Dimension 2
24540127,Quebec,-0.67252,0.77516,0.12577,0.07614,3,Dimension 2
24540128,Quebec,-1.09385,0.40761,0.46412,-0.07404,3,Dimension 3
24540129,Quebec,-0.75356,0.41405,0.00213,-0.11246,3,Dimension 2
24540130,Quebec,-0.95435,0.68146,-0.30499,-0.19263,2,Dimension 2
24540131,Quebec,-0.7611,-0.0527,0.81806,0.00142,3,Dimension 3
24540132,Quebec,-1.18204,-0.02561,-0.3552,-0.52095,2,Dimension 2
24540133,Quebec,-0.81557,1.11403,0.09196,0.13014,3,Dimension 2
24540134,Quebec,-0.83952,0.81967,0.91749,0.29921,4,Dimension 3
24540135,Quebec,-1.03974,0.25957,0.769,-0.00372,3,Dimension 3
24540136,Quebec,-0.25948,-0.06652,0.74385,0.13928,3,Dimension 3
24540137,Quebec,-0.79506,-0.52891,0.04955,-0.42481,2,Dimension 3
24540138,Quebec,-0.2572,0.2442,0.58183,0.18961,4,Dimension 3
24540139,Quebec,-0.80563,1.03675,0.6384,0.28984,4,Dimension 2
24540140,Quebec,-0.6345,0.06402,1.23184,0.22045,4,Dimension 3
24540141,Quebec,-0.64411,0.11605,0.33485,-0.0644,3,Dimension 3
24540142,Quebec,-0.68772,0.96911,1.12393,0.46844,4,Dimension 3
24540143,Quebec,-0.33799,1.07065,0.49566,0.40944,4,Dimension 2
24540144,Quebec,-0.75422,0.05742,0.73982,0.01434,3,Dimension 3
24540145,Quebec,-0.48055,0.10781,1.31408,0.31378,4,Dimension 3
24540147,Quebec,-0.34974,0.5153,0.55416,0.23991,4,Dimension 3
24540148,Quebec,0.2545,1.06431,-0.31692,0.33397,4,Dimension 2
24540149,Quebec,0.4729,0.927,-0.60401,0.2653,4,Dimension 2
24540150,Quebec,-0.47835,0.47788,0.47087,0.1568,3,Dimension 2
24540151,Quebec,-0.2585,-0.06277,0.42357,0.0341,3,Dimension 3
24540152,Quebec,-0.59678,0.33847,0.15435,-0.03466,3,Dimension 2
24540153,Quebec,-0.12637,0.61363,0.95207,0.47978,4,Dimension 3
24540154,Quebec,-0.83478,-0.61651,-0.14587,-0.53239,2,Dimension 3
24540156,Quebec,0.06862,-1.5679,-0.86521,-0.78816,1,Dimension 1
24540157,Quebec,-0.05225,-2.11774,-0.1636,-0.77786,1,Dimension 1
24540159,Quebec,-0.86021,-1.36409,-1.42811,-1.21747,1,Dimension 1
24540160,Quebec,-0.15633,-1.19385,-0.47425,-0.60814,1,Dimension 1
24540161,Quebec,-0.1416,-0.98042,-0.00216,-0.37473,2,Dimension 3
24540164,Quebec,0.46004,-1.11038,-0.71884,-0.45639,2,Dimension 1
24540165,Quebec,-0.08264,-1.12405,-0.42018,-0.54229,1,Dimension 1
24540166,Quebec,-0.51657,-1.25267,-1.69039,-1.15321,1,Dimension 1
24540170,Quebec,0.19116,-2.87147,-0.20444,-0.96158,1,Dimension 1
24540173,Quebec,-0.35433,-2.02122,-0.38016,-0.91857,1,Dimension 1
24540174,Quebec,-0.99293,-2.29908,-0.11029,-1.1341,1,Dimension 3
24540176,Quebec,-0.53606,-0.93732,-0.07282,-0.5154,2,Dimension 3
24540180,Quebec,0.34571,-1.98811,-0.07597,-0.57279,1,Dimension 1
24540181,Quebec,0.16971,-1.80994,-0.25223,-0.63082,1,Dimension 1
24540183,Quebec,0.38897,-0.63505,0.0395,-0.06886,3,Dimension 1
24540184,Quebec,-0.50622,-0.39055,0.0484,-0.28279,2,Dimension 3
24540185,Quebec,-0.17993,-1.21286,-0.59574,-0.66284,1,Dimension 1
24540188,Quebec,-0.73957,-2.68702,0.01476,-1.13728,1,Dimension 3
24540189,Quebec,-1.27447,-3.49709,-1.36384,-2.04513,1,Dimension 1
24540195,Quebec,0.0678,-0.70925,-0.56446,-0.40197,2,Dimension 1
24540202,Quebec,0.01058,0.94642,0.09706,0.35135,4,Dimension 2
24540203,Quebec,-0.34812,-0.06684,-0.1989,-0.20462,2,Dimension 2
24540205,Quebec,-0.54418,-0.71026,0.21231,-0.34738,2,Dimension 3
24540206,Quebec,-0.32228,0.11237,0.01596,-0.06465,3,Dimension 2
24540207,Quebec,-0.04513,0.48603,0.54897,0.32996,4,Dimension 3
24540210,Quebec,0.35399,0.7398,-0.23241,0.28713,4,Dimension 2
24540211,Quebec,0.04296,0.41619,-0.62696,-0.05594,3,Dimension 2
24540212,Quebec,0.39951,1.03055,1.09539,0.84182,5,Dimension 3
24540213,Quebec,-0.15503,0.3038,0.37063,0.17313,4,Dimension 3
24540216,Quebec,-0.33597,-0.05238,1.11871,0.24345,4,Dimension 3
24540217,Quebec,0.54263,1.46327,0.08775,0.69788,5,Dimension 2
24540218,Quebec,0.44296,1.2107,-0.28419,0.45649,4,Dimension 2
24540219,Quebec,0.50373,1.20505,-0.36859,0.44673,4,Dimension 2
24540220,Quebec,0.7794,1.18058,1.38903,1.11634,5,Dimension 3
24540221,Quebec,-0.27926,-1.64913,0.08152,-0.61562,1,Dimension 3
24540222,Quebec,-0.22134,-1.09413,-1.62703,-0.98084,1,Dimension 1
24540224,Quebec,-0.2018,-2.36798,-1.47523,-1.34834,1,Dimension 1
24540225,Quebec,-0.2381,-1.72293,-0.44189,-0.80097,1,Dimension 1
24540226,Quebec,-0.17853,-0.52691,-1.09762,-0.60102,1,Dimension 1
24540231,Quebec,-0.3766,-0.09738,-0.15181,-0.2086,2,Dimension 2
24540234,Quebec,-0.18727,0.46456,-0.86877,-0.19716,2,Dimension 2
24540235,Quebec,-0.01545,0.43208,1.76077,0.7258,5,Dimension 3
24540238,Quebec,-0.74348,1.12891,-0.78919,-0.13458,3,Dimension 2
24540239,Quebec,-1.09625,0.32258,0.46161,-0.10402,3,Dimension 3
24540240,Quebec,-0.56514,0.10919,0.43431,-0.00721,3,Dimension 3
24540241,Quebec,-0.34751,0.39256,0.64686,0.23064,4,Dimension 3
24540242,Quebec,-1.35346,0.69728,-0.01775,-0.22464,2,Dimension 2
24540243,Quebec,-0.47146,0.17209,0.7902,0.16361,3,Dimension 3
24540244,Quebec,-1.08763,0.49378,-0.28421,-0.29269,2,Dimension 2
24540245,Quebec,-1.29517,0.1825,-0.04086,-0.38451,2,Dimension 2
24540246,Quebec,-1.24512,0.11754,0.13255,-0.33168,2,Dimension 3
24540247,Quebec,-0.50465,0.91669,0.25152,0.22119,4,Dimension 2
24540248,Quebec,-1.02725,0.89367,0.69016,0.18553,4,Dimension 2
24540252,Quebec,0.66882,0.57565,-0.00743,0.41235,4,Dimension 1
24540254,Quebec,0.30046,1.34881,-0.21858,0.4769,4,Dimension 2
24540256,Quebec,-0.36265,-0.20306,1.01511,0.1498,3,Dimension 3
24540258,Quebec,0.21265,1.12496,1.10605,0.81455,5,Dimension 2
24540260,Quebec,0.53745,1.10038,-0.37725,0.42019,4,Dimension 2
24540261,Quebec,-1.7911,0.64525,-0.12946,-0.4251,2,Dimension 2
24540262,Quebec,-1.21021,0.73428,0.34741,-0.04284,3,Dimension 2
24540263,Quebec,-0.89397,0.68234,0.45932,0.08256,3,Dimension 2
24540264,Quebec,-0.99152,0.39638,-0.21237,-0.26917,2,Dimension 2
24540268,Quebec,-0.36003,0.59683,0.27576,0.17085,4,Dimension 2
24540269,Quebec,0.17958,0.42757,1.17432,0.59382,5,Dimension 3
24540274,Quebec,1.23569,-0.94875,0.71676,0.33457,4,Dimension 1
24540275,Quebec,-0.55436,-1.31175,-0.24813,-0.70475,1,Dimension 3
24540276,Quebec,-0.03991,-2.47653,-0.82194,-1.11279,1,Dimension 1
24540277,Quebec,0.19248,-0.29098,-0.23942,-0.11264,3,Dimension 1
24540278,Quebec,-0.0254,-0.19366,0.53803,0.10632,3,Dimension 3
24540280,Quebec,0.47373,-1.43731,-2.43803,-1.13387,1,Dimension 1
24540281,Quebec,-0.36788,-1.51251,-0.7912,-0.89053,1,Dimension 1
24540283,Quebec,-0.29783,-1.87975,-0.37055,-0.84938,1,Dimension 1
24540284,Quebec,-0.55619,-1.34651,-0.37045,-0.75772,1,Dimension 3
24540286,Quebec,-1.48712,-2.74875,-0.58251,-1.60613,1,Dimension 3
24540292,Quebec,-0.63289,-2.97291,-0.49227,-1.36602,1,Dimension 3
24540293,Quebec,0.12769,0.2902,-0.1367,0.09373,3,Dimension 2
24540294,Quebec,0.09018,-0.86624,0.25799,-0.17269,2,Dimension 3
24540295,Quebec,-0.11016,0.5038,0.56972,0.32112,4,Dimension 3
24540300,Quebec,0.06087,-1.5184,-2.32222,-1.25992,1,Dimension 1
24540301,Quebec,-0.98576,-3.11376,0.43426,-1.22175,1,Dimension 3
24540302,Quebec,-1.32193,-3.00994,-0.52297,-1.61828,1,Dimension 3
24540304,Quebec,0.75824,-2.44518,0.52692,-0.38667,2,Dimension 1
24540306,Quebec,-0.77179,-1.48437,1.08688,-0.38976,2,Dimension 3
24540308,Quebec,-0.01707,-0.99213,-1.42761,-0.81227,1,Dimension 1
24540309,Quebec,0.25699,-1.28023,-1.61016,-0.8778,1,Dimension 1
24540313,Quebec,-0.51752,-2.22426,-0.60883,-1.11687,1,Dimension 1
24540314,Quebec,-0.35069,-1.50147,-0.6254,-0.82586,1,Dimension 1
24540315,Quebec,0.01593,-0.72629,0.20537,-0.16833,2,Dimension 3
24540317,Quebec,-0.16939,-1.12507,-0.72945,-0.67464,1,Dimension 1
24540318,Quebec,-1.4227,-2.40544,-0.78934,-1.53916,1,Dimension 3
24540319,Quebec,-0.20188,0.78427,1.17891,0.5871,5,Dimension 3
24540321,Quebec,-0.03191,-1.06025,0.90631,-0.06195,3,Dimension 3
24540323,Quebec,0.20506,0.20784,0.41225,0.27505,4,Dimension 3
24540328,Quebec,-0.33323,-0.10988,1.08854,0.21514,4,Dimension 3
24540329,Quebec,0.12365,-0.09801,0.02141,0.01568,3,Dimension 1
24540330,Quebec,-0.12073,0.05599,0.43967,0.12498,3,Dimension 3
24540331,Quebec,0.07772,-0.10133,1.24016,0.40551,4,Dimension 3
24540335,Quebec,-0.11292,0.8459,0.24899,0.32732,4,Dimension 2
24540337,Quebec,-0.36424,0.15917,0.97023,0.25505,4,Dimension 3
24540340,Quebec,-0.36437,-0.08407,-0.35372,-0.26739,2,Dimension 2
24540341,Quebec,-0.57107,0.75996,0.50236,0.23042,4,Dimension 2
24540344,Quebec,-0.35907,0.03495,0.85888,0.17825,4,Dimension 3
24540345,Quebec,-0.71475,0.13781,0.84914,0.09074,3,Dimension 3
24540347,Quebec,-0.8743,0.98739,-0.11963,-0.00218,3,Dimension 2
24540348,Quebec,-0.34097,0.35071,0.45278,0.15417,3,Dimension 3
24540349,Quebec,-1.0804,0.51659,0.2451,-0.10624,3,Dimension 2
24540350,Quebec,-0.8744,0.94283,0.05117,0.03987,3,Dimension 2
24540352,Quebec,0.17105,0.12172,0.54438,0.27905,4,Dimension 3
24540353,Quebec,-0.37262,0.11028,0.88752,0.20839,4,Dimension 3
24540355,Quebec,0.3784,0.89455,-0.96623,0.10224,3,Dimension 2
24540356,Quebec,0.00182,-0.4544,-0.23687,-0.22982,2,Dimension 1
24550038,Quebec,-0.99005,0.39158,-0.61499,-0.40449,2,Dimension 2
24550039,Quebec,-1.68049,0.7324,0.18256,-0.25518,2,Dimension 2
24550040,Quebec,-0.87934,-0.12224,0.61225,-0.12978,3,Dimension 3
24550041,Quebec,-0.7113,0.71412,-0.03821,-0.0118,3,Dimension 2
24550042,Quebec,-1.08181,0.34693,0.57353,-0.05379,3,Dimension 3
24550043,Quebec,-0.70775,0.83687,0.18273,0.10395,3,Dimension 2
24550044,Quebec,-1.02152,-0.30142,0.16204,-0.38697,2,Dimension 3
24550045,Quebec,-0.90146,-1.93279,-0.31554,-1.04993,1,Dimension 3
24550046,Quebec,-0.95842,-0.60501,-0.33637,-0.63327,1,Dimension 3
24550047,Quebec,-0.47047,0.62572,1.17255,0.4426,4,Dimension 3
24550048,Quebec,-0.76877,-0.15307,0.80946,-0.03746,3,Dimension 3
24550049,Quebec,-0.26689,-0.17139,0.6387,0.06681,3,Dimension 3
24550050,Quebec,-0.54096,0.32444,-0.44601,-0.22084,2,Dimension 2
24550051,Quebec,-1.06335,0.15698,0.74122,-0.05505,3,Dimension 3
24550052,Quebec,-0.88282,-0.49934,0.89669,-0.16182,2,Dimension 3
24550053,Quebec,-0.79382,0.12489,0.49999,-0.05631,3,Dimension 3
24550054,Quebec,-0.61115,-0.22496,1.59462,0.25284,4,Dimension 3
24550055,Quebec,-1.16919,0.79349,0.46897,0.03109,3,Dimension 2
24550056,Quebec,-0.72859,0.15792,0.50262,-0.02268,3,Dimension 3
24550057,Quebec,-1.41168,0.09506,1.47352,0.0523,3,Dimension 3
24550058,Quebec,-0.55286,-0.01485,0.84613,0.09281,3,Dimension 3
24550059,Quebec,-1.06249,0.1933,0.07791,-0.26376,2,Dimension 2
24550060,Quebec,-0.79655,0.09852,0.49063,-0.06913,3,Dimension 3
24550061,Quebec,-0.37346,0.42942,0.58478,0.21358,4,Dimension 3
24550062,Quebec,-1.39232,-0.79791,-0.34014,-0.84346,1,Dimension 3
24550063,Quebec,-0.09262,-0.44822,0.89282,0.11733,3,Dimension 3
24550064,Quebec,-0.06046,0.23226,0.11169,0.0945,3,Dimension 2
24550065,Quebec,-1.11791,-1.74236,0.4461,-0.80472,1,Dimension 3
24550066,Quebec,-0.82855,-0.06966,0.09388,-0.26811,2,Dimension 3
24550067,Quebec,-0.55641,-0.10277,0.21724,-0.14731,3,Dimension 3
24550068,Quebec,-0.48179,0.65308,0.07289,0.08139,3,Dimension 2
24550069,Quebec,0.19632,-0.11857,0.0805,0.05275,3,Dimension 1
24550071,Quebec,-0.90782,-1.07796,-0.88174,-0.95584,1,Dimension 3
24550072,Quebec,-0.94489,-0.21547,0.52168,-0.21289,2,Dimension 3
24550073,Quebec,-0.84305,0.64666,0.75883,0.18748,4,Dimension 3
24550074,Quebec,-0.35117,0.56221,0.98377,0.39827,4,Dimension 3
24550075,Quebec,-0.35525,0.48027,1.35495,0.49332,4,Dimension 3
24550076,Quebec,-0.08737,0.02337,0.43626,0.12408,3,Dimension 3
24550077,Quebec,0.26972,0.76763,1.3612,0.79952,5,Dimension 3
24550078,Quebec,0.02101,-0.2949,1.68092,0.46901,4,Dimension 3
24550079,Quebec,-0.00174,-1.48043,0.13559,-0.44886,2,Dimension 3
24550080,Quebec,0.23637,0.3139,-0.07305,0.15907,3,Dimension 2
24550081,Quebec,-0.28651,-0.22893,0.10216,-0.13776,3,Dimension 3
24550082,Quebec,0.66383,0.53872,-0.78466,0.1393,3,Dimension 1
24550083,Quebec,-0.39795,-0.08533,-0.10186,-0.19505,2,Dimension 2
24550084,Quebec,-0.25451,0.19741,1.32162,0.42151,4,Dimension 3
24550085,Quebec,-0.04898,0.82626,0.5375,0.43826,4,Dimension 2
24550086,Quebec,-0.17741,0.58188,0.7012,0.36856,4,Dimension 3
24550087,Quebec,-0.34164,0.61018,-0.1159,0.05088,3,Dimension 2
24550088,Quebec,-0.01825,0.03435,0.47497,0.16369,3,Dimension 3
24550089,Quebec,0.06642,-0.17308,1.56823,0.48719,4,Dimension 3
24550090,Quebec,0.05674,0.42655,2.40525,0.96285,5,Dimension 3
24560128,Quebec,-1.01325,0.8132,0.40233,0.06743,3,Dimension 2
24560129,Quebec,-0.66985,0.58483,1.24373,0.38624,4,Dimension 3
24560130,Quebec,-1.1506,0.14409,0.63955,-0.12232,3,Dimension 3
24560131,Quebec,-0.1938,0.17323,0.1803,0.05324,3,Dimension 3
24560132,Quebec,-0.40462,1.0531,0.8025,0.48366,4,Dimension 2
24560133,Quebec,0.51418,0.86222,0.07155,0.48265,4,Dimension 2
24560134,Quebec,-0.26532,0.37121,0.12867,0.07818,3,Dimension 2
24560135,Quebec,0.36735,0.8605,0.55677,0.59487,5,Dimension 2
24560136,Quebec,-0.30809,1.0988,-0.38419,0.1355,3,Dimension 2
24560137,Quebec,-0.342,0.65285,0.10376,0.1382,3,Dimension 2
24560138,Quebec,-0.57897,-0.35685,-0.25138,-0.39573,2,Dimension 3
24560139,Quebec,0.31366,0.71672,1.31419,0.78152,5,Dimension 3
24560140,Quebec,-0.52609,0.84544,0.66115,0.32683,4,Dimension 2
24560141,Quebec,-0.32566,0.66084,-0.07779,0.0858,3,Dimension 2
24560142,Quebec,0.32718,1.15334,1.40025,0.96025,5,Dimension 3
24560143,Quebec,-0.47348,0.98384,1.36463,0.625,5,Dimension 3
24560144,Quebec,-0.25884,0.74528,0.85495,0.44713,4,Dimension 3
24560145,Quebec,0.13888,0.40307,1.13895,0.5603,5,Dimension 3
24560146,Quebec,0.47796,-0.27319,1.86827,0.69101,5,Dimension 3
24560147,Quebec,0.18599,0.61064,1.84217,0.8796,5,Dimension 3
24560148,Quebec,0.21075,1.48027,2.52408,1.40503,5,Dimension 3
24560149,Quebec,0.19931,0.28203,0.95084,0.47739,4,Dimension 3
24560150,Quebec,0.6645,-0.29277,-1.20851,-0.27893,2,Dimension 1
24560151,Quebec,-0.4027,0.01913,0.17276,-0.07027,3,Dimension 3
24560152,Quebec,0.13177,0.14177,0.98811,0.42055,4,Dimension 3
24560153,Quebec,0.29083,0.51717,-0.54227,0.08857,3,Dimension 2
24560154,Quebec,-0.04708,-0.64482,-0.13517,-0.27569,2,Dimension 1
24560155,Quebec,0.18625,1.19837,-1.00092,0.1279,3,Dimension 2
24560156,Quebec,0.39548,-1.00342,-1.83217,-0.81337,1,Dimension 1
24560157,Quebec,-0.4488,-2.20353,-1.56498,-1.40577,1,Dimension 1
24560158,Quebec,-1.0608,-2.76278,-1.36703,-1.7302,1,Dimension 1
24560159,Quebec,-0.47548,-1.85344,-0.33709,-0.88867,1,Dimension 3
24560160,Quebec,-0.23684,-1.97908,-1.72663,-1.31419,1,Dimension 1
24560161,Quebec,-0.55507,-2.14675,-1.55045,-1.41742,1,Dimension 1
24560162,Quebec,-0.21342,-2.58609,-2.47185,-1.75712,1,Dimension 1
24560163,Quebec,-0.21086,-1.49527,-2.49527,-1.40047,1,Dimension 1
24560164,Quebec,-0.06895,0.16369,-0.12407,-0.00978,3,Dimension 2
24560165,Quebec,0.82866,0.96336,-0.41807,0.45799,4,Dimension 2
24560166,Quebec,-0.09535,-0.37011,-1.01169,-0.49238,2,Dimension 1
24560167,Quebec,-0.15296,-0.70285,0.60117,-0.08488,3,Dimension 3
24560168,Quebec,0.46546,0.99522,-0.37633,0.36145,4,Dimension 2
24560170,Quebec,0.2543,-0.97518,-0.39864,-0.37317,2,Dimension 1
24560171,Quebec,0.52235,0.64653,-0.69495,0.15798,3,Dimension 2
24560172,Quebec,0.04196,0.06592,-0.52473,-0.13895,3,Dimension 2
24560173,Quebec,0.65699,0.77689,-0.6288,0.26836,4,Dimension 2
24560174,Quebec,0.05255,-0.89618,-2.40678,-1.08347,1,Dimension 1
24560175,Quebec,0.27705,-0.70897,-0.91366,-0.44853,2,Dimension 1
24560176,Quebec,-0.48594,-1.6022,-1.2542,-1.11411,1,Dimension 1
24560177,Quebec,-0.44973,-1.4961,-0.45936,-0.80173,1,Dimension 1
24560178,Quebec,-0.81395,-2.10399,-0.74951,-1.22248,1,Dimension 3
24560179,Quebec,-0.10027,-1.4473,-0.44597,-0.66451,1,Dimension 1
24560180,Quebec,-0.28802,-1.84776,-0.48332,-0.87303,1,Dimension 1
24560181,Quebec,-0.32399,-2.11513,-0.07119,-0.83677,1,Dimension 3
24560182,Quebec,-0.41862,-2.05741,-0.39812,-0.95805,1,Dimension 3
24560183,Quebec,-0.23668,-2.79189,-0.1199,-1.04949,1,Dimension 3
24560184,Quebec,-0.51648,-1.74052,0.19822,-0.68626,1,Dimension 3
24560185,Quebec,-0.27322,-1.58625,-0.13144,-0.66364,1,Dimension 3
24560186,Quebec,-0.83299,-2.1303,-0.58992,-1.18441,1,Dimension 3
24560187,Quebec,-0.37299,-2.02179,0.16134,-0.74448,1,Dimension 3
24560188,Quebec,-0.68461,-1.73693,-0.12683,-0.84946,1,Dimension 3
24560189,Quebec,0.01499,-0.70204,-1.45751,-0.71485,1,Dimension 1
24560190,Quebec,-0.10449,-1.39274,-1.07962,-0.85895,1,Dimension 1
24560191,Quebec,-0.0127,-0.97156,0.46492,-0.17311,2,Dimension 3
24560192,Quebec,-0.16959,-0.90674,0.02248,-0.35128,2,Dimension 3
24560193,Quebec,-0.64479,-0.95556,0.00243,-0.53264,2,Dimension 3
24560194,Quebec,-0.12218,-1.46137,-0.06816,-0.55057,1,Dimension 3
24560195,Quebec,0.33626,0.34217,0.40375,0.36073,4,Dimension 3
24560196,Quebec,0.05832,-0.45082,-0.15499,-0.1825,2,Dimension 1
24560197,Quebec,-0.66687,-0.85664,-0.80602,-0.77651,1,Dimension 1
