DAUID,CISV Dimension 1 Scores,CISV Dimension 2 Scores,CISV Dimension 3 Scores,CISV Dimension 4 Scores,CISV Scores,CISV Quintiles,CISV Most Vulnerable Dimension
59153529,3.92864,3.13079,-0.70271,-0.19412,1.54065,5,Dimension 1
59153530,3.26293,2.21985,-0.79141,-0.11532,1.14401,5,Dimension 1
59153531,1.7663,-0.61871,0.27665,0.64879,0.51826,5,Dimension 1
59153532,1.43131,0.07448,-0.29695,-0.15254,0.26408,4,Dimension 1
59153533,0.15016,-0.85437,-1.11626,-2.37903,-1.04988,1,Dimension 1
59153534,0.43444,-1.17977,-0.77146,-2.12677,-0.91089,1,Dimension 1
59153535,1.5209,-0.01114,-0.24014,1.29249,0.64053,5,Dimension 1
59153537,-0.1604,1.30014,-1.04125,-0.40372,-0.07631,3,Dimension 2
59153538,0.19944,0.93845,-0.49712,1.00263,0.41085,5,Dimension 4
59153539,0.16966,1.38034,-1.24589,-0.35965,-0.01388,3,Dimension 2
59153540,0.26373,0.36133,-0.52739,0.05561,0.03832,3,Dimension 2
59153541,0.02935,-1.02546,-0.81275,0.08749,-0.43034,2,Dimension 4
59153542,-0.42555,3.06194,-1.67951,-0.31787,0.15975,4,Dimension 2
59153543,1.48472,-0.72118,0.11563,-1.20209,-0.08073,3,Dimension 1
59153545,0.04239,-0.48578,0.04798,-0.00925,-0.10117,3,Dimension 3
59153546,0.04124,-0.38417,0.65632,1.32812,0.41038,5,Dimension 4
59153547,-0.53538,0.18313,-0.75777,0.11148,-0.24964,2,Dimension 2
59153548,0.94839,-0.77025,-0.416,-0.57676,-0.20365,3,Dimension 1
59153549,1.35193,-1.49393,0.77548,-2.20732,-0.39346,2,Dimension 1
59153552,0.83872,0.31192,-0.66678,0.5309,0.25369,4,Dimension 1
59153553,1.18935,0.07741,0.02463,0.52992,0.45533,5,Dimension 1
59153554,-0.06192,-1.07038,-0.56996,0.62345,-0.2697,2,Dimension 4
59153555,2.86837,-0.7429,-0.65804,1.29116,0.68965,5,Dimension 1
59153556,3.15572,-0.697,-0.45258,1.29798,0.82603,5,Dimension 1
59153557,1.11117,0.07711,-0.39068,0.78771,0.39633,4,Dimension 1
59153558,1.86903,0.1719,-0.17115,0.55125,0.60526,5,Dimension 1
59153560,0.27092,-0.6372,-0.48535,-0.72016,-0.39295,2,Dimension 1
59153561,-0.33883,-0.78211,-0.33473,-0.31635,-0.44301,2,Dimension 4
59153562,2.81072,0.1671,-1.24902,0.45313,0.54548,5,Dimension 1
59153563,1.61767,-0.02091,0.03915,0.50162,0.53438,5,Dimension 1
59153566,0.1096,-0.6531,-0.81845,-0.45159,-0.45338,1,Dimension 1
59153567,0.40567,-0.76019,-1.44981,-1.74696,-0.88782,1,Dimension 1
59153568,0.21668,-0.67831,-0.9318,-1.23448,-0.65698,1,Dimension 1
59153570,0.26267,-1.09435,-0.71997,-0.2257,-0.44434,2,Dimension 1
59153571,-0.09897,-0.96478,-0.98686,0.32861,-0.4305,2,Dimension 4
59153572,-0.14307,-0.89079,-0.93604,0.53546,-0.35861,2,Dimension 4
59153573,0.21797,-0.99463,-0.70084,1.2543,-0.0558,3,Dimension 4
59153574,-0.87632,-0.91648,1.96689,0.25462,0.10718,4,Dimension 3
59153575,-0.00374,-0.51053,-0.72545,0.71226,-0.13187,3,Dimension 4
59153576,1.55947,-1.47514,-1.43987,1.96461,0.15227,4,Dimension 4
59153578,0.687,-1.19894,-1.45031,2.49385,0.1329,4,Dimension 4
59153579,0.95466,1.76352,-0.38513,1.83273,1.04145,5,Dimension 4
59153580,1.01402,-0.33176,0.11996,2.5858,0.84701,5,Dimension 4
59153581,0.63077,-0.07805,0.23986,4.00914,1.20043,5,Dimension 4
59153582,1.38771,-0.16978,0.31805,4.35186,1.47196,5,Dimension 4
59153583,1.6558,0.1478,-0.36407,1.63842,0.76949,5,Dimension 1
59153585,2.20229,0.32011,0.44996,2.90908,1.47036,5,Dimension 4
59153586,1.56059,0.46565,-1.46863,1.80027,0.58947,5,Dimension 4
59153587,2.07758,-0.45323,-1.32463,2.36237,0.66552,5,Dimension 4
59153588,0.75974,1.21919,-1.29362,1.07665,0.44049,5,Dimension 2
59153589,1.04318,0.12009,-1.1263,1.60157,0.40964,5,Dimension 4
59153590,1.20056,-1.18874,-0.88802,2.03978,0.29089,4,Dimension 4
59153591,1.30473,-0.63066,-1.11673,1.82766,0.34625,4,Dimension 4
59153592,0.71555,-0.59663,-1.08099,-1.95234,-0.7286,1,Dimension 1
59153593,0.0694,-0.18865,-1.14739,-1.80475,-0.76784,1,Dimension 1
59153595,0.40255,-0.3483,-0.90784,-1.79466,-0.66206,1,Dimension 1
59153596,0.38581,-0.78079,-0.87359,-0.50466,-0.44331,2,Dimension 1
59153597,2.105,0.36838,-0.37975,-2.7866,-0.17324,3,Dimension 1
59153598,1.02818,-0.25439,-0.8073,-1.75792,-0.44786,2,Dimension 1
59153599,0.4248,-1.27675,-0.89038,-1.23293,-0.74382,1,Dimension 1
59153600,0.52861,-1.01228,-1.20476,-2.20642,-0.97371,1,Dimension 1
59153601,-0.38115,-0.86812,-0.89171,0.10302,-0.50949,1,Dimension 4
59153602,0.52079,-0.47455,-0.51465,-0.65683,-0.28131,2,Dimension 1
59153603,-0.67991,0.11465,-0.66899,-0.82778,-0.51551,1,Dimension 2
59153606,-0.09886,-1.13128,-0.71625,-1.22333,-0.79243,1,Dimension 1
59153607,0.70399,-0.02822,-0.16975,-0.48878,0.00431,3,Dimension 1
59153608,-0.08945,-0.21496,-1.20494,-0.31622,-0.45639,1,Dimension 1
59153609,0.49482,-0.30297,-1.03459,0.41763,-0.10628,3,Dimension 1
59153610,-0.35947,2.28743,-1.18077,-1.40857,-0.16534,3,Dimension 2
59153611,-0.53099,-0.73145,-0.86648,-0.5752,-0.67603,1,Dimension 1
59153612,-0.54298,-0.42618,-0.82557,-0.51904,-0.57844,1,Dimension 2
59153613,-0.33507,-0.17711,-0.77673,-0.53527,-0.45604,1,Dimension 2
59153614,0.01404,0.72365,-0.85527,-0.4568,-0.1436,3,Dimension 2
59153615,-0.27677,-0.19794,-0.55163,0.43109,-0.14881,3,Dimension 4
59153616,1.01699,-0.29802,-0.24386,-0.17095,0.07604,4,Dimension 1
59153617,1.6721,-0.3833,-0.36937,-1.26715,-0.08693,3,Dimension 1
59153618,0.69839,0.19845,-0.03998,-0.79738,0.01487,3,Dimension 1
59153619,2.38179,0.27496,0.9574,-2.243,0.34279,4,Dimension 1
59153620,1.78905,0.24967,-0.31479,-2.07035,-0.08661,3,Dimension 1
59153621,1.73249,0.21493,-0.10111,-1.6151,0.0578,4,Dimension 1
59153622,2.62323,-0.02671,-0.04741,-2.48158,0.01688,3,Dimension 1
59153623,1.82688,-0.15268,0.34196,-1.75929,0.06422,4,Dimension 1
59153624,1.53604,-0.65632,-0.29498,-1.03407,-0.11234,3,Dimension 1
59153625,1.91788,-0.51931,-0.28768,-1.09726,0.00341,3,Dimension 1
59153626,2.24645,-0.06242,-0.00793,-1.855,0.08028,4,Dimension 1
59153627,1.63377,0.037,-0.23356,-1.46531,-0.00703,3,Dimension 1
59153628,1.36238,0.72063,-0.41633,-1.45546,0.05281,4,Dimension 1
59153629,2.24129,0.63611,-0.03335,-2.74088,0.02579,3,Dimension 1
59153630,1.31158,0.50949,-0.05277,-0.97335,0.19874,4,Dimension 1
59153631,1.17205,-0.1899,0.0178,-1.35284,-0.08822,3,Dimension 1
59153633,1.02084,-0.73485,-0.38867,-0.43851,-0.1353,3,Dimension 1
59153634,1.88448,-0.1532,-0.37001,-1.97469,-0.15335,3,Dimension 1
59153635,0.59105,-0.3371,-0.51132,-0.30581,-0.14079,3,Dimension 1
59153636,1.72192,0.70054,-0.20347,-1.66275,0.13906,4,Dimension 1
59153637,1.93378,-0.23109,-0.8653,-1.37828,-0.13522,3,Dimension 1
59153638,1.53934,-0.87484,-0.62159,-1.19921,-0.28907,2,Dimension 1
59153639,2.30304,-0.01021,0.04492,-2.18973,0.03701,3,Dimension 1
59153640,3.22214,-0.45695,0.66931,-1.7368,0.42442,5,Dimension 1
59153641,2.26744,0.32462,-0.37163,-2.00717,0.05331,4,Dimension 1
59153642,1.97433,0.26339,-0.25887,-1.64987,0.08224,4,Dimension 1
59153643,1.52603,0.08116,-0.59047,-0.43524,0.14537,4,Dimension 1
59153644,2.34656,-1.10968,-0.3484,0.36345,0.31298,4,Dimension 1
59153645,2.14094,-0.95287,-0.15844,-0.24832,0.19533,4,Dimension 1
59153646,2.31452,0.52203,0.28293,1.27799,1.09937,5,Dimension 1
59153647,2.86596,-0.4971,0.01532,-0.13738,0.5617,5,Dimension 1
59153648,2.57163,1.45835,-1.08662,0.30203,0.81135,5,Dimension 1
59153649,1.40867,-0.06334,-1.08283,-0.31708,-0.01365,3,Dimension 1
59153650,1.90063,-1.02442,-0.41037,-0.57445,-0.02715,3,Dimension 1
59153651,1.6656,-1.52169,-0.43251,1.92207,0.40837,5,Dimension 4
59153652,1.78504,0.19781,-0.42433,-2.31662,-0.18952,3,Dimension 1
59153653,1.951,-0.24677,-0.73549,-0.64982,0.07973,4,Dimension 1
59153654,2.03013,1.01047,-1.13534,0.08264,0.49698,5,Dimension 1
59153655,1.30149,-0.58883,-1.02484,0.28202,-0.00754,3,Dimension 1
59153656,1.34342,-0.84303,0.03484,-0.259,0.06906,4,Dimension 1
59153657,0.59486,0.12276,-1.38501,1.0266,0.0898,4,Dimension 4
59153659,1.19967,-0.63514,-0.15393,1.25873,0.41733,5,Dimension 4
59153661,1.42924,-0.96552,-1.41765,1.58453,0.15765,4,Dimension 4
59153662,1.86623,-1.27551,-1.25659,2.75858,0.52318,5,Dimension 4
59153663,-0.26784,0.11913,-1.24213,0.07185,-0.32975,2,Dimension 2
59153664,-0.60684,-1.76409,-1.03843,-0.39274,-0.95052,1,Dimension 4
59153665,-0.32265,-0.2671,-0.95337,-0.13137,-0.41862,2,Dimension 4
59153666,-0.25373,-0.06074,-0.88272,0.01086,-0.29658,2,Dimension 4
59153667,-0.3104,-0.71611,-1.04018,-0.28476,-0.58786,1,Dimension 4
59153668,2.01108,0.31937,-1.13212,2.99776,1.04902,5,Dimension 4
59153669,2.22523,-0.28505,-1.5635,2.68872,0.76635,5,Dimension 4
59153670,1.16924,-0.34591,-1.56671,1.42972,0.17158,4,Dimension 4
59153671,1.48076,-1.19368,-1.35691,2.55691,0.37177,4,Dimension 4
59153672,2.03932,-0.58272,-0.97787,2.08625,0.64124,5,Dimension 4
59153673,0.93375,-1.64537,-0.92324,2.43412,0.19982,4,Dimension 4
59153674,1.35865,-0.86159,-0.62225,1.85413,0.43223,5,Dimension 4
59153675,1.60292,-0.96575,-1.49579,2.35701,0.3746,4,Dimension 4
59153676,0.69638,-0.59022,-1.07629,1.75471,0.19615,4,Dimension 4
59153677,2.26632,-1.55493,-1.43397,1.61239,0.22245,4,Dimension 1
59153678,1.81199,0.1935,-1.10862,1.98007,0.71924,5,Dimension 4
59153679,0.97205,0.43775,-0.86724,1.91343,0.614,5,Dimension 4
59153680,1.22411,0.91841,-0.56708,2.37256,0.987,5,Dimension 4
59153681,1.74018,-0.85485,-1.13292,2.69995,0.61309,5,Dimension 4
59153682,1.60282,-1.7748,-0.80157,2.84244,0.46722,5,Dimension 4
59153683,1.74817,-0.74714,-1.3695,1.45973,0.27282,4,Dimension 1
59153684,1.95201,-0.69872,-1.02868,2.47966,0.67607,5,Dimension 4
59153685,0.73969,2.12209,-2.17707,0.96911,0.41346,5,Dimension 2
59153686,0.46403,0.87869,-1.72839,0.50113,0.02887,3,Dimension 2
59153687,0.63531,0.17524,-1.46446,0.2211,-0.1082,3,Dimension 1
59153688,0.60919,1.34256,-1.23843,0.59136,0.32617,4,Dimension 2
59153689,-0.19688,0.48034,-0.7475,-0.162,-0.15651,3,Dimension 2
59153690,-0.30571,0.89474,-1.55376,-0.27457,-0.30982,2,Dimension 2
59153691,0.79426,1.15277,-1.10937,1.39288,0.55764,5,Dimension 4
59153692,0.72143,0.91585,-1.38002,0.5733,0.20764,4,Dimension 2
59153693,2.45477,0.66389,-0.13811,-2.22607,0.18862,4,Dimension 1
59153694,0.87948,-0.06046,-1.23169,-2.88489,-0.82439,1,Dimension 1
59153695,2.0688,-0.86727,-1.07023,1.72202,0.46333,5,Dimension 1
59153696,-0.1671,-0.92575,-0.40263,-0.41061,-0.47652,1,Dimension 1
59153697,-0.00933,-0.87204,-0.20271,0.35238,-0.18293,3,Dimension 4
59153698,-0.23809,-0.88142,-0.72932,-0.47267,-0.58038,1,Dimension 1
59153699,-0.39853,-0.56066,-1.28571,-0.94561,-0.79763,1,Dimension 1
59153700,0.67047,0.02439,-0.75759,-3.11523,-0.79449,1,Dimension 1
59153701,3.42179,0.12639,-0.5983,0.58337,0.88332,5,Dimension 1
59153702,2.62293,0.28098,0.09658,-1.4047,0.39895,4,Dimension 1
59153703,2.67918,-0.616,-0.52836,-0.22349,0.32783,4,Dimension 1
59153704,2.29258,-0.12152,0.23294,-1.39564,0.25209,4,Dimension 1
59153705,2.20862,-0.32371,-0.14402,-1.43666,0.07606,4,Dimension 1
59153706,1.90491,-0.27675,-0.10094,-0.92363,0.1509,4,Dimension 1
59153707,2.46319,-0.4989,0.13577,-0.81117,0.32222,4,Dimension 1
59153708,2.00816,-0.51037,-0.44024,-0.90397,0.0384,3,Dimension 1
59153709,2.26887,-0.00557,-0.27571,-1.39845,0.14728,4,Dimension 1
59153710,1.07207,-0.34606,-0.12103,-0.57963,0.00634,3,Dimension 1
59153711,2.69529,-0.71614,-0.16776,-1.57277,0.05966,4,Dimension 1
59153712,1.12931,-0.40605,-0.0745,-1.91489,-0.31653,2,Dimension 1
59153713,1.18133,-0.79608,-0.18279,-0.77207,-0.1424,3,Dimension 1
59153714,2.21702,-1.07329,-0.32567,-1.35896,-0.13523,3,Dimension 1
59153715,1.21961,-0.5815,-0.01367,-0.49972,0.03118,3,Dimension 1
59153716,1.07668,-0.40668,-0.44969,-0.3605,-0.03505,3,Dimension 1
59153717,1.11507,-1.101,-0.49703,0.41691,-0.01651,3,Dimension 1
59153718,2.39141,-0.915,0.76599,-0.01387,0.55713,5,Dimension 1
59153719,2.66506,-0.38795,0.57894,-1.31816,0.38447,4,Dimension 1
59153720,1.71785,-0.41107,0.43978,-0.11402,0.40813,5,Dimension 1
59153721,1.03979,-1.08814,-0.5364,-0.55072,-0.28387,2,Dimension 1
59153722,0.38096,-0.57798,-0.32727,-1.32858,-0.46321,1,Dimension 1
59153723,0.96582,0.77368,0.82386,-1.4775,0.27146,4,Dimension 1
59153724,0.40722,0.23273,-0.51785,-1.52795,-0.35146,2,Dimension 1
59153725,1.40131,-0.01313,-0.38918,-1.63338,-0.1586,3,Dimension 1
59153731,-0.58381,-0.38259,1.25253,-0.73328,-0.11179,3,Dimension 3
59153733,0.54722,-0.40005,-0.44008,-0.9811,-0.3185,2,Dimension 1
59153734,1.82466,-0.49785,-0.16445,-1.85693,-0.17364,3,Dimension 1
59153737,1.18753,0.25484,-0.41861,-0.92992,0.02346,3,Dimension 1
59153738,2.09892,-1.16526,0.44411,-0.33021,0.26189,4,Dimension 1
59153739,1.96662,-0.66344,0.15666,-0.27857,0.29532,4,Dimension 1
59153742,0.9862,-0.74212,-0.48199,-1.25263,-0.37263,2,Dimension 1
59153743,0.21607,-0.80999,-0.2398,-1.37742,-0.55279,1,Dimension 1
59153745,0.05295,-0.32148,-0.00857,-1.22991,-0.37675,2,Dimension 1
59153746,-0.22389,-0.419,-0.43743,-0.35011,-0.3576,2,Dimension 1
59153747,-0.37691,0.42004,-0.50785,-0.89584,-0.34014,2,Dimension 2
59153748,-0.21567,-0.44177,-0.24899,0.19914,-0.17682,3,Dimension 4
59153749,-0.15734,0.02486,-0.32975,-0.79661,-0.31471,2,Dimension 2
59153756,-0.33701,0.6277,-0.17255,-0.43935,-0.0803,3,Dimension 2
59153757,-0.19621,0.0387,-0.70751,-1.76175,-0.65669,1,Dimension 2
59153758,-0.08015,0.24713,-0.59387,-1.29571,-0.43065,2,Dimension 2
59153762,0.49176,0.14614,-0.57766,-1.56289,-0.37566,2,Dimension 1
59153763,-0.13759,-0.13198,-0.70916,-1.59088,-0.6424,1,Dimension 2
59153764,0.48859,0.41494,-0.67282,-1.38425,-0.28839,2,Dimension 1
59153765,1.72227,-0.83018,0.31262,-1.53061,-0.08147,3,Dimension 1
59153766,0.23534,0.25619,-0.55815,-1.08377,-0.2876,2,Dimension 2
59153767,0.06857,-0.65675,-0.32334,-0.96204,-0.46839,1,Dimension 1
59153768,-0.00196,-0.297,-1.04231,-1.06178,-0.60077,1,Dimension 1
59153769,0.27428,-0.14781,-0.32875,-0.91959,-0.28047,2,Dimension 1
59153770,0.22271,-0.34163,-0.57101,-0.84898,-0.38473,2,Dimension 1
59153771,-0.51908,2.00298,-0.26825,0.57776,0.44835,5,Dimension 2
59153772,-0.16196,-0.72227,-0.41668,-1.20592,-0.62671,1,Dimension 1
59153773,0.42291,-0.59373,-0.13473,-1.65573,-0.49032,1,Dimension 1
59153774,0.53966,-0.30249,-0.2684,-2.26211,-0.57333,1,Dimension 1
59153775,0.18762,0.08589,-0.6776,-0.93334,-0.33436,2,Dimension 1
59153776,1.34485,-0.332,0.57474,-1.06141,0.13155,4,Dimension 1
59153777,0.14735,0.18709,-0.97917,-0.45295,-0.27442,2,Dimension 2
59153778,0.70378,-0.4467,-0.50131,-1.64018,-0.4711,1,Dimension 1
59153779,0.37375,-0.10998,-0.30029,-1.46941,-0.37648,2,Dimension 1
59153780,0.07313,0.54507,-0.4628,-1.16765,-0.25306,2,Dimension 2
59153781,0.26855,0.28606,-0.56374,-1.48042,-0.37239,2,Dimension 2
59153782,1.70594,0.05172,-0.23578,-1.91316,-0.09782,3,Dimension 1
59153783,0.22129,-0.45279,-0.48915,-1.47839,-0.54976,1,Dimension 1
59153784,-0.28007,-0.04815,-0.23554,-1.04839,-0.40304,2,Dimension 2
59153785,0.16106,-0.79079,-0.75532,-0.5024,-0.47186,1,Dimension 1
59153786,0.24164,-0.06147,0.04102,-1.45661,-0.30886,2,Dimension 1
59153788,-0.15491,-0.8633,-0.6385,0.1799,-0.3692,2,Dimension 4
59153789,-0.76673,-0.72216,-0.50142,0.92478,-0.26638,2,Dimension 4
59153790,-0.36475,-0.31113,-0.23789,-0.18245,-0.27405,2,Dimension 4
59153791,-0.46665,0.11829,-0.43092,0.16333,-0.15399,3,Dimension 4
59153792,0.85102,-0.50269,0.92622,-0.11168,0.29072,4,Dimension 3
59153794,0.43606,1.11051,-1.16343,0.80898,0.29803,4,Dimension 2
59153795,0.37622,1.1877,-0.88847,-0.84445,-0.04225,3,Dimension 2
59153796,0.97935,-0.67378,-0.59301,-0.68686,-0.24357,2,Dimension 1
59153797,0.24343,0.7596,-1.06954,0.16316,0.02416,3,Dimension 2
59153798,0.29265,-0.21747,-0.82344,-0.69952,-0.36194,2,Dimension 1
59153799,1.51742,0.789,-0.18736,-2.52211,-0.10076,3,Dimension 1
59153800,1.8774,0.6888,-0.33912,-2.84379,-0.15418,3,Dimension 1
59153801,1.74465,-0.4311,-0.09975,-2.17636,-0.24064,2,Dimension 1
59153805,1.92064,-0.28769,-0.14808,-2.47598,-0.24778,2,Dimension 1
59153806,2.72001,0.40228,-0.3445,-2.37941,0.09959,4,Dimension 1
59153807,1.56897,-0.05604,-0.36368,-2.09662,-0.23684,2,Dimension 1
59153809,2.5383,0.20649,-0.29678,-1.95196,0.12401,4,Dimension 1
59153810,3.73451,0.58181,-0.30367,-2.21817,0.44862,5,Dimension 1
59153812,1.60861,-0.45342,-0.81291,-1.77636,-0.35852,2,Dimension 1
59153814,2.9745,0.2571,0.39946,-2.63263,0.24961,4,Dimension 1
59153815,1.67985,-0.07626,-0.02402,-1.71773,-0.03454,3,Dimension 1
59153816,1.20673,0.21212,-0.57788,-1.53669,-0.17393,3,Dimension 1
59153818,1.95673,0.22241,-0.12376,-2.20676,-0.03785,3,Dimension 1
59153821,1.53386,-0.15195,-0.39276,-1.48323,-0.12352,3,Dimension 1
59153825,1.68954,0.35475,-0.16681,-1.32807,0.13735,4,Dimension 1
59153826,1.25111,-0.80932,-0.89245,-1.60087,-0.51288,1,Dimension 1
59153831,2.39042,-0.31258,-0.79089,0.34764,0.40865,5,Dimension 1
59153833,1.41913,0.96954,-1.85438,-1.69932,-0.29125,2,Dimension 1
59153835,1.28993,0.48474,-1.03045,2.45156,0.79895,5,Dimension 4
59153836,1.31335,-1.59915,-0.88547,2.33744,0.29154,4,Dimension 4
59153838,1.8682,0.05073,-1.7389,1.83584,0.50397,5,Dimension 1
59153839,1.41682,1.80776,-0.66444,2.76636,1.33163,5,Dimension 4
59153843,1.8605,-1.22587,-1.7646,2.04014,0.22754,4,Dimension 4
59153847,2.1684,-0.82205,-1.22465,2.80597,0.73192,5,Dimension 4
59153849,1.95395,-0.52204,-0.55464,3.17914,1.0141,5,Dimension 4
59153851,1.77078,-1.04735,-1.89608,2.45921,0.32164,4,Dimension 4
59153852,2.32517,-1.03809,-1.14887,2.39851,0.63418,5,Dimension 4
59153854,0.74358,-0.08447,-0.11741,-0.97795,-0.10906,3,Dimension 1
59153856,0.97042,-0.62225,-0.74225,1.14274,0.18716,4,Dimension 4
59153857,1.01952,-1.00323,-1.07548,1.06951,0.00258,3,Dimension 4
59153858,0.78748,-1.25024,-0.45899,0.28714,-0.15865,3,Dimension 1
59153859,0.62663,-0.58709,-0.46549,-0.1172,-0.13579,3,Dimension 1
59153860,-0.1965,-0.69408,-0.14077,0.08334,-0.237,2,Dimension 4
59153861,0.1342,-1.22381,-0.85407,0.84793,-0.27394,2,Dimension 4
59153862,0.97877,-0.62915,-0.35332,-0.07605,-0.01993,3,Dimension 1
59153864,0.04058,-1.51302,-1.10698,0.67548,-0.47598,1,Dimension 4
59153866,0.16898,-1.17999,-0.50069,-0.05091,-0.39065,2,Dimension 1
59153867,0.25585,-1.05014,-0.82694,-0.34439,-0.49141,1,Dimension 1
59153868,0.31,-1.27859,-0.8421,0.21645,-0.39856,2,Dimension 1
59153869,1.15016,-1.351,-0.98787,1.07932,-0.02735,3,Dimension 1
59153870,0.42777,-1.52668,-0.494,0.15161,-0.36032,2,Dimension 1
59153871,0.33354,-0.9734,-0.78151,-0.22548,-0.41171,2,Dimension 1
59153872,0.79563,-0.8258,-0.56006,0.24046,-0.08744,3,Dimension 1
59153873,0.24627,-0.7745,-0.36482,0.21796,-0.16877,3,Dimension 1
59153874,-0.11742,-1.4885,-1.1589,0.45698,-0.57696,1,Dimension 4
59153875,0.77502,-0.76072,-0.86284,-0.15703,-0.25139,2,Dimension 1
59153876,0.49136,-0.44152,-0.52377,-1.88265,-0.58914,1,Dimension 1
59153877,-0.71384,-0.02909,-0.22099,-0.82911,-0.44826,2,Dimension 2
59153878,2.2776,0.31959,-0.21805,-2.2345,0.03616,3,Dimension 1
59153879,2.20516,0.06386,-0.5635,-2.35189,-0.16159,3,Dimension 1
59153881,2.66289,0.46982,-0.59311,-1.73377,0.20146,4,Dimension 1
59153882,1.99923,1.36134,-0.97631,-1.82486,0.13985,4,Dimension 1
59153883,2.78401,0.63065,-0.37668,-1.24397,0.4485,5,Dimension 1
59153885,0.33444,-0.79833,-0.10337,0.09406,-0.1183,3,Dimension 1
59153886,0.43466,-1.26153,-0.46879,0.28392,-0.25294,2,Dimension 1
59153887,0.44468,-0.98136,-0.17161,-0.10368,-0.20299,3,Dimension 1
59153888,1.0969,-0.54229,-0.35019,0.51214,0.17914,4,Dimension 1
59153889,0.78495,-0.55508,-0.48883,-0.61565,-0.21865,2,Dimension 1
59153890,2.48674,-0.37701,-0.61472,-0.89623,0.14969,4,Dimension 1
59153891,1.71492,-0.72663,-0.57362,-1.04812,-0.15836,3,Dimension 1
59153892,2.30969,-0.72099,-0.36785,-1.19388,0.00674,3,Dimension 1
59153893,2.45978,-0.73728,-0.16785,-1.30348,0.06279,4,Dimension 1
59153894,0.98763,-0.78888,-0.17642,-0.09422,-0.01797,3,Dimension 1
59153895,0.84717,-0.05019,-0.54801,-1.59442,-0.33636,2,Dimension 1
59153896,1.69525,-0.8227,-0.23101,-1.09943,-0.11447,3,Dimension 1
59153897,1.97039,-1.03854,-0.0594,-1.10707,-0.05866,3,Dimension 1
59153898,2.61101,0.08875,0.15862,-2.23134,0.15676,4,Dimension 1
59153899,2.1761,-0.02741,-0.24639,-1.97038,-0.01702,3,Dimension 1
59153901,0.38981,-1.07364,-0.29958,-0.61377,-0.3993,2,Dimension 1
59153902,0.78757,-1.07623,-0.57494,-0.35769,-0.30532,2,Dimension 1
59153903,0.16716,-1.07801,-0.49638,-0.27078,-0.4195,2,Dimension 1
59153904,0.98323,-1.17069,-0.65754,-0.45302,-0.3245,2,Dimension 1
59153905,1.41832,-0.09294,-0.15401,-2.72717,-0.38895,2,Dimension 1
59153906,1.13775,-0.32822,-0.81617,-2.22766,-0.55857,1,Dimension 1
59153907,2.42411,0.5284,-0.12889,-2.224,0.14991,4,Dimension 1
59153908,1.42534,-0.06524,-0.49118,-2.43744,-0.39213,2,Dimension 1
59153909,1.85011,0.21286,-0.47251,-1.61282,-0.00559,3,Dimension 1
59153910,2.47633,0.19337,-0.2296,-1.77333,0.16669,4,Dimension 1
59153911,1.97929,-0.10961,0.58973,-1.29064,0.29219,4,Dimension 1
59153912,2.58605,-0.587,0.31979,-0.95891,0.33998,4,Dimension 1
59153913,1.94242,-0.28074,0.48402,-0.96358,0.29553,4,Dimension 1
59153914,0.05775,-0.51836,-0.76306,-1.12805,-0.58793,1,Dimension 1
59153915,1.62313,-0.60344,-0.22137,-0.80143,-0.00078,3,Dimension 1
59153916,1.496,-0.71012,-0.707,0.32521,0.10102,4,Dimension 1
59153917,1.01262,-1.47746,-0.49488,-0.19571,-0.28886,2,Dimension 1
59153918,0.98437,0.96949,0.0406,-0.40876,0.39643,4,Dimension 1
59153919,2.09385,-0.35442,0.24786,-1.45367,0.13341,4,Dimension 1
59153920,1.62415,0.70226,0.24204,-1.73763,0.20771,4,Dimension 1
59153921,1.64123,0.43116,-0.30992,-1.23065,0.13296,4,Dimension 1
59153922,2.52838,0.3731,0.1176,-2.55311,0.11649,4,Dimension 1
59153925,0.72568,-0.52943,-0.37912,-1.18256,-0.34136,2,Dimension 1
59153926,0.74962,-0.00109,-0.01732,-0.90743,-0.04406,3,Dimension 1
59153927,-0.43093,1.43785,-0.72408,-1.08099,-0.19953,3,Dimension 2
59153928,0.40503,-0.65057,-0.89883,0.45041,-0.17349,3,Dimension 4
59153929,0.29661,-0.88381,-0.75567,0.21912,-0.28094,2,Dimension 1
59153930,0.78445,-1.28864,-1.19195,-1.9002,-0.89908,1,Dimension 1
59153931,0.32537,-1.18588,-0.8223,-0.17785,-0.46516,1,Dimension 1
59153932,1.01746,-0.8904,-1.00814,-1.80416,-0.67131,1,Dimension 1
59153935,2.70186,0.33217,0.17042,-1.96397,0.31012,4,Dimension 1
59153936,1.87692,0.12145,-0.43484,-1.75356,-0.04751,3,Dimension 1
59153937,0.83814,-0.36278,-0.00569,-0.78528,-0.0789,3,Dimension 1
59153940,-0.00213,-0.06921,-0.41305,-0.69883,-0.2958,2,Dimension 1
59153941,0.03993,-0.21556,-0.67028,-1.07083,-0.47919,1,Dimension 1
59153942,-0.55857,0.03707,-1.00035,-0.56479,-0.52166,1,Dimension 2
59153943,0.12637,-0.20152,-0.80494,-2.39442,-0.81863,1,Dimension 1
59153944,0.18775,0.42113,-0.60493,-0.96192,-0.23949,2,Dimension 2
59153945,3.4299,-0.49346,-0.79279,1.78315,0.9817,5,Dimension 1
59153946,1.81472,0.0864,0.12826,-1.44584,0.14588,4,Dimension 1
